Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Finalize Compression Gland (and HV Cables) parts and drawings,CTET-4319,80849,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:53 PM,13/Aug/24 3:33 PM,14/Aug/24 8:48 AM,13/Aug/24 3:33 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3bf4cfea,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075a9:2,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_1125643569_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Aug/24 3:33 PM
DC Power Supply Controls on Cart Multilines,CTET-4318,80848,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:52 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72760b05,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075cj:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_756867405_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
DC Power Supply Cart Multilines,CTET-4316,80846,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:49 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75867c19,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075bx:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_757020573_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
DC Power Supply Controls on Cart Layout,CTET-4315,80845,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:49 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19e422e4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076fz:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,09/Aug/24 4:07 PM
SDS1 Cart Layout,CTET-4311,80841,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:48 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b2166e4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076fv:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,04/Aug/24 4:17 PM
PWRcell 1 Cart Layout,CTET-4309,80839,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:48 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74b8626a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076fp:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,04/Aug/24 4:17 PM
Hold Review / Kickoff with Techs and EEs,CTET-4304,80834,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:47 PM,09/Aug/24 9:06 AM,14/Aug/24 8:48 AM,09/Aug/24 9:06 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13c9f8b1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ap:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_252264583_*|*_10000_*:*_2_*:*_504886633_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 9:06 AM
Validate updated code on sds eol tester,CTET-4301,80830,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,31/Jul/24 12:41 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@df27b26,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0758p:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,In Progress,02/Aug/24 9:37 AM
Error Handler Configuration,CTET-4281,80801,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,31/Jul/24 9:36 AM,09/Aug/24 4:45 PM,14/Aug/24 8:48 AM,09/Aug/24 4:45 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e5659bf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2983,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07535:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_349315734_*|*_10000_*:*_1_*:*_454014560_*|*_10001_*:*_1_*:*_0,,,78274,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,Done,09/Aug/24 4:45 PM
Setup August Release Documentation,CTET-4278,80798,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,31/Jul/24 8:49 AM,13/Aug/24 9:51 PM,14/Aug/24 8:48 AM,13/Aug/24 9:51 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26d601f1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0752b:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_618192629_*|*_10000_*:*_1_*:*_551943545_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,13/Aug/24 9:51 PM
Document the process for test system planning / requesting,CTET-4277,80797,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,31/Jul/24 8:48 AM,07/Aug/24 3:19 PM,14/Aug/24 8:48 AM,07/Aug/24 3:19 PM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2e926cc6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07529:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_76299885_*|*_10000_*:*_1_*:*_551951239_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,07/Aug/24 3:19 PM
Execute full charge and discharge script,CTET-4272,80792,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,31/Jul/24 8:25 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4239de6b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0750x:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,31/Jul/24 8:25 AM
Clean up Old Objective Tickets,CTET-4257,80766,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:42 PM,13/Aug/24 12:40 PM,14/Aug/24 8:48 AM,13/Aug/24 12:40 PM,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b2f2973,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4267,"Clean up Jira, Confluence, and Sharepoint",,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vm:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_1289_*|*_3_*:*_2_*:*_1197659981_*|*_10000_*:*_1_*:*_4633041_*|*_10001_*:*_1_*:*_0,,,80783,"Clean up Jira, Confluence, and Sharepoint",Done,13/Aug/24 12:40 PM
Add AMS Procedure,CTET-4256,80765,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:41 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@193c21b3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4269,Document 3D Printing Resources,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074w9:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,80786,Document 3D Printing Resources,In Progress,06/Aug/24 6:11 PM
Implement Sharepoint File Migration,CTET-4255,80764,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:40 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5884ef57,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4267,"Clean up Jira, Confluence, and Sharepoint",,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vn:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,80783,"Clean up Jira, Confluence, and Sharepoint",In Progress,12/Aug/24 11:37 AM
Update Confluence Resources,CTET-4254,80763,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:39 PM,12/Aug/24 8:24 AM,14/Aug/24 8:48 AM,12/Aug/24 8:24 AM,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b259d6b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4267,"Clean up Jira, Confluence, and Sharepoint",,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vt:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_860335096_*|*_10000_*:*_1_*:*_240342811_*|*_10001_*:*_1_*:*_0,,,80783,"Clean up Jira, Confluence, and Sharepoint",Done,12/Aug/24 8:24 AM
Finalize Sharepoint Project Framework,CTET-4253,80762,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:39 PM,12/Aug/24 9:04 AM,14/Aug/24 8:48 AM,12/Aug/24 9:04 AM,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@257b6696,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4264,Create CTET Project Procedure,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vl:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_1089491227_*|*_10000_*:*_1_*:*_13630484_*|*_10001_*:*_1_*:*_0,,,80778,Create CTET Project Procedure,Done,12/Aug/24 9:04 AM
Finalize Confluence Project Framework,CTET-4252,80761,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:39 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@de3cbc8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4264,Create CTET Project Procedure,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vd:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,80778,Create CTET Project Procedure,In Progress,30/Jul/24 6:26 PM
"go over Voltron wire list and option parts, order what is needed",CTET-4239,80741,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,30/Jul/24 9:30 AM,09/Aug/24 8:11 AM,14/Aug/24 8:48 AM,09/Aug/24 8:11 AM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7734758c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ec:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_859226145_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 8:11 AM
