Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Complete SAP Expense Report,CTET-4450,81097,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,09/Aug/24 7:33 AM,12/Aug/24 8:07 AM,14/Aug/24 8:48 AM,12/Aug/24 8:07 AM,09/Aug/24 12:00 AM,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9f09d57,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i076q1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_261268276_*|*_10001_*:*_1_*:*_0,,,,,Done,12/Aug/24 8:07 AM
Print HV Connector Jig,CTET-4449,81096,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,08/Aug/24 5:06 PM,12/Aug/24 8:23 AM,14/Aug/24 8:48 AM,12/Aug/24 8:23 AM,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f3efdb7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3052,24-Q2-KR3.4: Inverter EOL Design and Implement Interface Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076pt:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_314213269_*|*_10001_*:*_1_*:*_0,,,78478,24-Q2-KR3.4: Inverter EOL Design and Implement Interface Fixture,Done,12/Aug/24 8:23 AM
Additional tasks for each source/sink combination,CTET-4448,81095,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,08/Aug/24 4:49 PM,12/Aug/24 3:44 PM,14/Aug/24 8:48 AM,12/Aug/24 3:44 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17b8553,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2983,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07534:y,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_341627012_*|*_10000_*:*_1_*:*_70123_*|*_10001_*:*_1_*:*_0,,,78274,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,Done,12/Aug/24 3:44 PM
Fieldbus Analog Input Reading,CTET-4447,81094,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,08/Aug/24 4:49 PM,12/Aug/24 5:06 PM,14/Aug/24 8:48 AM,12/Aug/24 5:06 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2424ecd5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ct:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_346524593_*|*_10000_*:*_1_*:*_93500_*|*_10001_*:*_1_*:*_0,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Aug/24 5:06 PM
Add Mechanical Steps to Test Procedure,CTET-4446,81082,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,08/Aug/24 1:15 PM,12/Aug/24 8:25 AM,14/Aug/24 8:48 AM,12/Aug/24 8:25 AM,08/Aug/24 12:00 AM,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3eecc4e1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076nt:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_324327348_*|*_10000_*:*_1_*:*_3908234_*|*_10001_*:*_1_*:*_0,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,Done,12/Aug/24 8:25 AM
BMU - add serial retries and continuously run tests,CTET-4445,81079,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,08/Aug/24 11:15 AM,12/Aug/24 12:16 PM,14/Aug/24 8:48 AM,12/Aug/24 12:16 PM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@743bcbcd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076zk:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_2_*:*_84746752_*|*_10001_*:*_2_*:*_264499340,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,12/Aug/24 12:16 PM
"BMU - serial to can 3 - IsEnable, Disable, test finetuning",CTET-4444,81078,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,08/Aug/24 11:14 AM,12/Aug/24 5:07 PM,14/Aug/24 8:48 AM,09/Aug/24 9:29 AM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d2f7bf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076mx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_80087240_*|*_10001_*:*_1_*:*_0,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Aug/24 9:29 AM
Automate SDS Calibration Initialization,CTET-4443,81074,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,08/Aug/24 9:55 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b98b279,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076m1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,08/Aug/24 9:55 AM
Get the NUC to Command WECO PC,CTET-4442,81073,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,08/Aug/24 9:53 AM,12/Aug/24 3:37 PM,14/Aug/24 8:48 AM,12/Aug/24 3:37 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@52bf29d4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076lt:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_20843745_*|*_10000_*:*_1_*:*_345391249_*|*_10001_*:*_1_*:*_0,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,Done,12/Aug/24 3:37 PM
Understand the Web Application Used to Calibrate SDS,CTET-4441,81072,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,08/Aug/24 9:51 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@44f5b3f0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076lx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,12/Aug/24 9:50 AM
Connect flashing station NUC to WECO PC,CTET-4440,81071,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,08/Aug/24 9:49 AM,12/Aug/24 9:42 AM,14/Aug/24 8:48 AM,12/Aug/24 9:42 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b3603bb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ld:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_344866708_*|*_10000_*:*_1_*:*_294062_*|*_10001_*:*_1_*:*_0,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,Done,12/Aug/24 9:42 AM
Order BOM for voltron,CTET-4439,81067,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,08/Aug/24 9:14 AM,09/Aug/24 8:50 AM,14/Aug/24 8:48 AM,09/Aug/24 8:50 AM,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b25167c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:x,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_84939552_*|*_10000_*:*_1_*:*_28654_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 8:50 AM
Order Voltron BOM,CTET-4438,81065,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,08/Aug/24 7:24 AM,12/Aug/24 9:43 AM,14/Aug/24 8:48 AM,12/Aug/24 9:43 AM,,0,,,,,Tristen Cooley,,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@425055e9,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076k9:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_264732206_*|*_10000_*:*_1_*:*_89179072_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,12/Aug/24 9:43 AM
Build racking for NPI1B,CTET-4437,81064,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,08/Aug/24 7:24 AM,08/Aug/24 12:12 PM,14/Aug/24 8:48 AM,08/Aug/24 12:12 PM,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@376a77d2,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076k1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_10742246_*|*_10000_*:*_1_*:*_6574409_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,08/Aug/24 12:12 PM
"Clean, setup and support lab area for Sales team arrival",CTET-4436,81061,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:53 PM,12/Aug/24 8:00 AM,14/Aug/24 8:48 AM,12/Aug/24 8:00 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35b9805d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076i8:v,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_255854922_*|*_10000_*:*_1_*:*_144203889_*|*_10001_*:*_1_*:*_0,,,,,Done,12/Aug/24 8:00 AM
Support EOL testers,CTET-4435,81060,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:52 PM,14/Aug/24 6:42 AM,14/Aug/24 8:48 AM,14/Aug/24 6:42 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28663ac5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ia:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_423945068_*|*_10000_*:*_1_*:*_144267904_*|*_10001_*:*_1_*:*_0,,,,,Done,14/Aug/24 6:42 AM
Support NPI line,CTET-4434,81059,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:51 PM,14/Aug/24 6:42 AM,14/Aug/24 8:48 AM,14/Aug/24 6:42 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15af9753,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ib:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_168099208_*|*_10000_*:*_1_*:*_400173704_*|*_10001_*:*_1_*:*_0,,,,,Done,14/Aug/24 6:42 AM
Help support Voltron's Generator hookup,CTET-4433,81058,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:51 PM,09/Aug/24 8:56 AM,14/Aug/24 8:48 AM,09/Aug/24 8:56 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@777d52fb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076i6:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_144336554_*|*_10001_*:*_1_*:*_0,,,,,Done,09/Aug/24 8:56 AM
Help trouble-shoot the SDS EOL Tester,CTET-4432,81057,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,07/Aug/24 4:50 PM,09/Aug/24 8:56 AM,14/Aug/24 8:48 AM,09/Aug/24 8:56 AM,,0,,,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4bf4dd5a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076i7:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_2856_*|*_10000_*:*_1_*:*_144379052_*|*_10001_*:*_1_*:*_0,,,,,Done,09/Aug/24 8:56 AM
