Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (CTET custom link),Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Depend),Outward issue link (Depend),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Telemetry Data Output Configuration for Inverter EOL Testing ,CTET-3465,79347,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,18/Jun/24 12:19 PM,18/Jun/24 12:19 PM,10/Jul/24 8:44 AM,,,0,,,,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a2374e5,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06wmp:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,To Do,18/Jun/24 12:19 PM
Move grid sim to reno voltorn test cell,CTET-3464,79343,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,18/Jun/24 11:00 AM,21/Jun/24 9:29 AM,10/Jul/24 8:44 AM,21/Jun/24 9:29 AM,,0,,,,,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74e81cc0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,0.0,,,,,,,,,,,,,2|i06wm1:,,,,,,,,,,,,,,,CTET 61924,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_253742281_*|*_10001_*:*_1_*:*_0,,,,,68003,Lab Buildout,Done,21/Jun/24 9:29 AM
Set up new Hardware in TC-16,CTET-3463,79342,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,18/Jun/24 10:03 AM,21/Jun/24 9:51 AM,10/Jul/24 8:44 AM,21/Jun/24 9:51 AM,,0,,,,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63988161,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,0.0,,,,,,,,,,,,,2|i06ukl:,,,,,2.0,,,,,,,,,,CTET 61924,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_99423716_*|*_10000_*:*_1_*:*_159088028_*|*_10001_*:*_1_*:*_0,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,21/Jun/24 9:51 AM
Alarm Monitoring of all CAN Alarms integrated into PLugins ,CTET-3462,79338,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,18/Jun/24 9:27 AM,18/Jun/24 9:27 AM,10/Jul/24 8:44 AM,,,0,,,,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d1ba0e,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06wld:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,To Do,18/Jun/24 9:27 AM
Influx Data Real time Data Plugin CAN/Voltron Input Setup ,CTET-3461,79337,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,18/Jun/24 9:25 AM,18/Jun/24 9:25 AM,10/Jul/24 8:44 AM,,,0,,,,,,,aaron.zetley,,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@243cd4c7,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,CTET-3002,24-Q2-KR3.2: Inverter Production Code Merged to Main,,,,,,0.0,,,,,,,,,,,,,2|i06wl5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78303,24-Q2-KR3.2: Inverter Production Code Merged to Main,To Do,18/Jun/24 9:25 AM
Validate calibration station with mechanical fixturwe,CTET-3460,79336,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:25 AM,18/Jun/24 9:25 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fd30ab7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wkx:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:25 AM
deploy calibration station on intel nuc,CTET-3459,79335,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:25 AM,18/Jun/24 9:25 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4347a0a5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wkp:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:25 AM
debug calibration plugin code,CTET-3458,79333,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:25 AM,18/Jun/24 9:25 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6565b419,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wk9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:25 AM
write calibration plugin code,CTET-3457,79332,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:25 AM,18/Jun/24 9:25 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d5e8274,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wk1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:25 AM
Validate ken's GRPC code for controling the radian weco,CTET-3456,79331,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:24 AM,10/Jul/24 8:41 AM,10/Jul/24 8:44 AM,05/Jul/24 9:05 AM,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@af6da0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06ylc:zv,,,,,,,,,,,,,,,CTET 070324,CTET 71024,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1467649852,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,05/Jul/24 9:05 AM
order parts to support the full wiring setup,CTET-3455,79330,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:23 AM,28/Jun/24 8:39 AM,10/Jul/24 8:44 AM,28/Jun/24 8:39 AM,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@489b2f88,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06x80:zzr,,,,,,,,,,,,,,,CTET 61924,CTET 62624,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_756543545_*|*_10000_*:*_1_*:*_104792299_*|*_10001_*:*_1_*:*_0,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,Done,28/Jun/24 8:39 AM
get confirmation from radian that the full wiring setup will work,CTET-3454,79329,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:23 AM,03/Jul/24 11:22 AM,10/Jul/24 8:44 AM,03/Jul/24 11:22 AM,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@758d1f98,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wjd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_1303117701_*|*_10001_*:*_1_*:*_0,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,Done,03/Jul/24 11:22 AM
demonstrate calibration of the manta with the full wiring setup,CTET-3453,79328,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:23 AM,19/Jun/24 2:31 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b84b3d6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|hzzgkq:002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:23 AM
demonstrate operation of the radian with the two separate cli applications,CTET-3452,79327,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:22 AM,18/Jun/24 9:23 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f868aa4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06wix:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:22 AM
Demonstrate calibration of the manta with the half wiring setup,CTET-3451,79326,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:11 AM,10/Jul/24 8:41 AM,19/Jun/24 1:21 PM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ceb5585,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06ylc:i,,,,,,,,,,,,,,,CTET 62624,CTET 070324,CTET 71024,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,19/Jun/24 2:29 PM
Demonstrate controlling the radian from the windows vm,CTET-3450,79325,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:11 AM,10/Jul/24 8:41 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@775362fd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|i06ylc:x,,,,,,,,,,,,,,,CTET 62624,CTET 070324,CTET 71024,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:11 AM
"Modify radian mfc application making two separate cli applications: one to turn on the radian, one to turn it off",CTET-3449,79324,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:10 AM,18/Jun/24 9:10 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@48ccbf8f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,0.0,,,,,,,,,,,,,2|hzzgku:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,To Do,18/Jun/24 9:10 AM
Follow up with Fernando on firewall rules to support zscalar app connector,CTET-3448,79322,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:08 AM,25/Jun/24 1:55 PM,10/Jul/24 8:44 AM,25/Jun/24 1:55 PM,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7bfe3cf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,0.0,,,,,,,,,,,,,2|i06rog:t9,,,,,,,,,,,,,,,CTET 61924,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_516346988_*|*_10000_*:*_1_*:*_105686754_*|*_10001_*:*_1_*:*_0,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,25/Jun/24 1:55 PM
Time willing: mock the bridge network crossover on a local machine and document the procedure,CTET-3447,79321,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,18/Jun/24 9:06 AM,20/Jun/24 12:41 PM,10/Jul/24 8:44 AM,20/Jun/24 12:41 PM,,0,,,,,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67ec58b5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,0.0,,,,,,,,,,,,,2|i06wm8:zzyv,,,,,,,,,,,,,,,CTET 61924,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_7238440_*|*_10000_*:*_1_*:*_178477697_*|*_10001_*:*_1_*:*_0,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,20/Jun/24 12:41 PM
