Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (CTET custom link),Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Depend),Outward issue link (Depend),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
24-Q2-KR4.1: BMU Tester Uses Only CAN Communication,CTET-3006,78307,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:21 PM,28/May/24 3:22 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59d417ce,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2987,,,,2|i06rl9:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78288,24-Q2-O4: Update NPI 1A BMU EOL Tester,To Do,28/May/24 3:21 PM
24-Q2-KR4.2: BMU Production Code Merged to Main,CTET-3005,78306,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 3:17 PM,25/Jun/24 10:13 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c9dba96,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,1.0,0.0,0.0,1.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2987,,,,2|i06rlb:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78288,24-Q2-O4: Update NPI 1A BMU EOL Tester,To Do,28/May/24 3:17 PM
"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",CTET-3004,78305,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:57 PM,03/Jul/24 1:12 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@657e47be,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,52.0,34.0,2.0,16.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2987,,,,2|i06rld:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,7.0,,,,,,,,,,,78288,24-Q2-O4: Update NPI 1A BMU EOL Tester,To Do,28/May/24 2:57 PM
"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",CTET-3003,78304,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:55 PM,08/Jul/24 7:24 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ca9fee1,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,73.0,45.0,7.0,21.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2986,,,,2|i06rl5:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,8.0,,,,,,,,,,,78287,24-Q2-O3: Update NPI 1A Inverter EOL Tester,To Do,28/May/24 2:55 PM
24-Q2-KR3.2: Inverter Production Code Merged to Main,CTET-3002,78303,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:52 PM,02/Jul/24 11:29 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@230c8720,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,32.0,3.0,2.0,27.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2986,,,,2|i06rkx:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78287,24-Q2-O3: Update NPI 1A Inverter EOL Tester,To Do,28/May/24 2:52 PM
Create ALC PCBA Interface Fixture RFQ,CTET-3001,78302,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,28/May/24 2:50 PM,25/Jun/24 6:45 PM,10/Jul/24 8:44 AM,12/Jun/24 9:20 AM,07/Jun/24 12:00 AM,0,R2-Inverter,,,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,CTET-3030,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76a1611c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,1.0,,,,,,,,,,,,,2|i06rkp:,,,,,,,,,,,,,,,CTET 60324,CTET 61024,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_1202461740_*|*_10000_*:*_1_*:*_73706606_*|*_10001_*:*_1_*:*_0,,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,Done,12/Jun/24 9:20 AM
24-Q2-KR3.1: Inverter Tester Uses Only CAN Communication,CTET-3000,78301,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:49 PM,25/Jun/24 8:48 PM,10/Jul/24 8:44 AM,,,0,,,,,Eliminate Serial,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1395621c,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,9.0,2.0,0.0,7.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2986,,,,2|i06rkh:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78287,24-Q2-O3: Update NPI 1A Inverter EOL Tester,To Do,28/May/24 2:49 PM
"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",CTET-2999,78300,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:43 PM,03/Jul/24 3:20 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a30535a,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,95.0,43.0,12.0,40.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2985,,,,2|i06rk9:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,6.0,,,,,,,,,,,78286,24-Q2-O2: Update NPI 1A SDS EOL Tester,To Do,28/May/24 2:43 PM
24-Q2-KR2.2: SDS Production Code Merged to Main,CTET-2998,78299,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:41 PM,08/Jul/24 10:00 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@400e0ce2,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,13.0,5.0,0.0,8.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2985,,,,2|i06rk1:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78286,24-Q2-O2: Update NPI 1A SDS EOL Tester,To Do,28/May/24 2:41 PM
24-Q2-KR2.1: SDS Tester Uses Only CAN Communication,CTET-2997,78298,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:40 PM,27/Jun/24 1:08 PM,10/Jul/24 8:44 AM,,,0,,,,,Eliminate Serial,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@508ef4d7,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,17.0,3.0,3.0,11.0,,,0.0,,,,,{},,,,ghx-label-11,,,,To Do,,,teal,0.0,,,,,,,,,CTET-2985,,,,2|i06rjt:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78286,24-Q2-O2: Update NPI 1A SDS EOL Tester,To Do,28/May/24 2:40 PM
24-Q2-KR1.3: Update Penguin Provisioning,CTET-2996,78297,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:38 PM,05/Jul/24 10:18 AM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f328601,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,2.0,0.0,0.0,2.0,,,0.0,,,,,{},,,,ghx-label-14,,,,To Do,,,dark_orange,0.0,,,,,,,,,CTET-2984,,,,2|i06qmv:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78285,24-Q2-O1: Update NPI 1A Flash Stations,To Do,28/May/24 2:38 PM
24-Q2-KR1.2: Flash Station Posts to Results Viewer,CTET-2995,78296,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:35 PM,28/May/24 3:40 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5723aa1c,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,{},,,,ghx-label-14,,,,To Do,,,dark_orange,0.0,,,,,,,,,CTET-2984,,,,2|i06qmt:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78285,24-Q2-O1: Update NPI 1A Flash Stations,To Do,28/May/24 2:35 PM
24-Q2-KR1.1: Update Flash Station Firmware,CTET-2994,78295,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:34 PM,26/Jun/24 5:07 PM,10/Jul/24 8:44 AM,,,0,,,,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e3be0a4,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,21.0,19.0,1.0,1.0,,,0.0,,,,,{},,,,ghx-label-14,,,,To Do,,,dark_orange,0.0,,,,,,,,,CTET-2984,,,,2|i06qmp:,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,78285,24-Q2-O1: Update NPI 1A Flash Stations,To Do,28/May/24 2:34 PM
24-Q2-KR5.5: BIP PCBA Tester Built & Tested,CTET-2993,78294,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:31 PM,28/May/24 3:39 PM,10/Jul/24 8:44 AM,,,0,,,,,Coverage TBD,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d4af27b,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,{},,,,ghx-label-7,,,,To Do,,,purple,0.0,,,,,,,,,CTET-2988,,,,2|i06rlk:r,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78289,24-Q2-O5: Develop Board Functional Testers for NPI 1B,To Do,28/May/24 2:31 PM
24-Q2-KR5.4: ALP PCBA Tester Built & Tested,CTET-2992,78293,Epic,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:23 PM,08/Jul/24 8:28 AM,10/Jul/24 8:44 AM,,,0,,,,,Coverage TBD,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9ddb72,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,9.0,6.0,0.0,3.0,,,0.0,,,,,{},,,,ghx-label-7,,,,To Do,,,purple,0.0,,,,,,,,,CTET-2988,,,,2|i06rlk:i,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,5.0,,,,,,,,,,,78289,24-Q2-O5: Develop Board Functional Testers for NPI 1B,To Do,28/May/24 2:23 PM
24-Q2-O8: Evaluate final production testers,CTET-2991,78292,Objective,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:12 PM,28/May/24 2:12 PM,10/Jul/24 8:44 AM,,,0,,,,,"# [Determine The Effectiveness of the SDS Impedance Tester|https://neurio.atlassian.net/browse/CTET-2983]
# Penguin LTE test method determined",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3afe3f7c,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rj5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,To Do,28/May/24 2:12 PM
24-Q2-O7: Validate every firmware release,CTET-2990,78291,Objective,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 2:11 PM,28/May/24 2:11 PM,10/Jul/24 8:44 AM,,,0,,,,,"# Voltron runs 80% automated tests
# Validate BM firmware in 48 hours",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f3eb94c,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rix:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,To Do,28/May/24 2:11 PM
24-Q2-O6: Deploy Calibration Stations,CTET-2989,78290,Objective,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 1:58 PM,28/May/24 1:58 PM,10/Jul/24 8:44 AM,,,0,,,,,"# SDS cabinet-level calibration station deployed
# Inverter cabinet-level calibration station deployed - spec TBD",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c9615cd,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rip:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,To Do,28/May/24 1:58 PM
24-Q2-O5: Develop Board Functional Testers for NPI 1B,CTET-2988,78289,Objective,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 1:58 PM,28/May/24 1:59 PM,10/Jul/24 8:44 AM,,,0,,,,,"# Manta functional tester deployed - 100% coverage
# ALC and BIC functional tester deployed - >50% coverage
# ALP and BIP functional tester deployed - TBD coverage",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9fcc91c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rih:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,28/May/24 1:58 PM
24-Q2-O4: Update NPI 1A BMU EOL Tester,CTET-2987,78288,Objective,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,28/May/24 1:57 PM,28/May/24 1:59 PM,10/Jul/24 8:44 AM,,,0,,,,,"# BMU tester uses nothing but CAN communication
# BMU production code merged to main
# BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b1889b5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,28/May/24 1:57 PM
