Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
troubleshoot CBAT voltage discrepency,CTET-5388,82645,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,13/Sep/24 5:15 PM,23/Sep/24 4:18 PM,25/Sep/24 1:18 PM,23/Sep/24 4:18 PM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13f2e64f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5284,BIC/BIP for NPI 1B - Deployment and Handoff,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ejc:i,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_860578502_*|*_10000_*:*_1_*:*_54952_*|*_10001_*:*_1_*:*_0,,,82522,BIC/BIP for NPI 1B - Deployment and Handoff,Done,23/Sep/24 4:18 PM
Update ALC25 with card connector,CTET-5373,82625,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,13/Sep/24 11:37 AM,24/Sep/24 6:53 PM,25/Sep/24 1:18 PM,24/Sep/24 6:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@355a29a8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5178,Update ALC/ALP CAD Design,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eoj:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_251694574_*|*_10000_*:*_2_*:*_724824967_*|*_10001_*:*_1_*:*_0,,,82408,Update ALC/ALP CAD Design,Done,24/Sep/24 6:53 PM
impedence tester get basic plugin functional,CTET-5369,82617,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,13/Sep/24 10:31 AM,25/Sep/24 9:16 AM,25/Sep/24 1:18 PM,25/Sep/24 9:16 AM,,0,,,Mars,,,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36ef392a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eef:,,,,,13.0,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,13.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_167423562_*|*_10000_*:*_1_*:*_864887760_*|*_10001_*:*_1_*:*_0,,,,,Done,25/Sep/24 9:16 AM
impedence tester get factory software working,CTET-5368,82616,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,13/Sep/24 10:30 AM,25/Sep/24 9:16 AM,25/Sep/24 1:18 PM,25/Sep/24 9:16 AM,,0,,,Mars,,,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1fb9acd3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eep:,,,,,8.0,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_1032330045_*|*_10001_*:*_1_*:*_0,,,,,Done,25/Sep/24 9:16 AM
impedence tester load newer linux kernal,CTET-5367,82615,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,Mars,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,13/Sep/24 10:29 AM,23/Sep/24 10:45 AM,25/Sep/24 1:18 PM,23/Sep/24 10:45 AM,,0,,,Mars,,,712020:126b2e71-621a-4895-ac1d-8a1eeb0139a9,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@383f0564,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eeh:,,,,,3.0,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_864942460_*|*_10001_*:*_1_*:*_0,,,,,Done,23/Sep/24 10:45 AM
"troubleshoot ""Volts batt pos to neg Convin fbk"" issue",CTET-5347,82586,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,12/Sep/24 9:44 AM,23/Sep/24 4:18 PM,25/Sep/24 1:18 PM,23/Sep/24 4:18 PM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d7007b6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ead:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_974022266_*|*_10000_*:*_1_*:*_22463_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,23/Sep/24 4:18 PM
Resource Analysis,CTET-5346,82584,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,12/Sep/24 8:42 AM,25/Sep/24 9:51 AM,12/Sep/24 8:42 AM,25/Sep/24 9:51 AM,,0,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40d65def,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ea9:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_88770244_*|*_10000_*:*_1_*:*_1038601883_*|*_10001_*:*_1_*:*_0,,,,,Done,25/Sep/24 9:51 AM
Get BIP & BIC procedure usable by Celestica,CTET-5336,82574,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,12/Sep/24 7:52 AM,24/Sep/24 6:58 PM,25/Sep/24 1:18 PM,24/Sep/24 6:58 PM,,0,,,Ian Gills,Rick Sanner,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,712020:4255348e-78b9-4f22-ba9d-fbe0b881fbdf,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ef5aa84,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5284,BIC/BIP for NPI 1B - Deployment and Handoff,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgje:l,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_1076414566_*|*_10000_*:*_1_*:*_307556_*|*_10001_*:*_1_*:*_0,,,82522,BIC/BIP for NPI 1B - Deployment and Handoff,Done,24/Sep/24 6:58 PM
Order missing parts,CTET-5323,82561,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 4:29 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6638c43a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e3t:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,16/Sep/24 1:01 PM
CAD up Fuji Guards for layout redlines,CTET-5322,82560,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 4:28 PM,20/Sep/24 12:50 PM,25/Sep/24 1:18 PM,20/Sep/24 12:50 PM,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@227fdb6c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e3x:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_334126969_*|*_10000_*:*_1_*:*_430355592_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,20/Sep/24 12:50 PM
import Dan's redlines to voltron,CTET-5321,82559,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 4:28 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b25735,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e3d:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,11/Sep/24 4:28 PM
import scotts redlines to voltron,CTET-5320,82558,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 4:28 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,dan.saft,,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c4a48f4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e35:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,11/Sep/24 4:28 PM
Update Rafaels RCA sheet with ALP information,CTET-5319,82557,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 3:27 PM,23/Sep/24 6:04 PM,25/Sep/24 1:18 PM,23/Sep/24 6:04 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36472d80,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:ji,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_599850140_*|*_10000_*:*_1_*:*_446393318_*|*_10001_*:*_1_*:*_0,,,,,Done,23/Sep/24 6:04 PM
Troubleshoot BIP voltage discrepancies by requesting support from design team,CTET-5315,82553,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,11/Sep/24 3:17 PM,23/Sep/24 4:18 PM,25/Sep/24 1:18 PM,23/Sep/24 4:18 PM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b790c74,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dx5:9,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_1040443882_*|*_10000_*:*_1_*:*_9534_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,23/Sep/24 4:18 PM
Troubleshoot BIP current discrepancies by investigating the effect of voltage measurement error on current set point with the firmware team,CTET-5314,82552,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,11/Sep/24 3:17 PM,23/Sep/24 4:18 PM,25/Sep/24 1:18 PM,23/Sep/24 4:18 PM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e2c8a1d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dx5:i,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_1040477558_*|*_10000_*:*_1_*:*_9609_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,23/Sep/24 4:18 PM
Finalize Test Procedure for CMX (translate to spanish),CTET-5298,82536,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 2:43 PM,24/Sep/24 7:15 PM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ec801a3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5284,BIC/BIP for NPI 1B - Deployment and Handoff,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07d1t:9,,,,,,,,,,,,,,,,,,,,,CTET 92524,,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,82522,BIC/BIP for NPI 1B - Deployment and Handoff,To Do,11/Sep/24 2:43 PM
"(from last week) BIPBIC automation coding - install nats, basic structure, setup, teardown, geneology, temperature",CTET-5290,82528,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,11/Sep/24 2:22 PM,19/Sep/24 4:59 PM,25/Sep/24 1:18 PM,19/Sep/24 4:59 PM,,0,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@428af6e3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested for NPI 1B,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dwx:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_700603499_*|*_10001_*:*_1_*:*_0,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested for NPI 1B,Done,19/Sep/24 4:59 PM
clearing out area for new build area,CTET-5280,82518,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,11/Sep/24 1:58 PM,24/Sep/24 7:43 AM,25/Sep/24 1:18 PM,24/Sep/24 7:43 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1eeb9d1c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fbc:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_1100684824_*|*_10001_*:*_1_*:*_0,,,,,Done,24/Sep/24 7:43 AM
cut item for ALC/ALP fixture,CTET-5279,82517,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,11/Sep/24 1:44 PM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6dd129f8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5180,Build ALC/ALP Manual FCT Fixture for NPI 2,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07db1:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,82410,Build ALC/ALP Manual FCT Fixture for NPI 2,In Progress,17/Sep/24 9:51 AM
