Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Submit RFQ for Manta Functional Tester for NPI 1B,CTET-5017,82124,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:23 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ff83e39,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bwx:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_484109939_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
Submit RFQ for BIP Functional Tester for NPI 1B,CTET-5016,82123,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:23 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7598212d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bwp:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_484109718_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
Submit RFQ for BIC Functional Tester for NPI 1B,CTET-5015,82122,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:23 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6070548,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bwh:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_484109497_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
Submit RFQ for ALP Functional Tester for NPI 1B,CTET-5014,82121,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:23 PM,10/Sep/24 8:51 AM,11/Sep/24 9:36 AM,10/Sep/24 8:51 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2cc4c9b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bw9:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_484109960_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:51 AM
Submit RFQ for ALC Functional Tester for NPI 1B,CTET-5013,82120,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:22 PM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,05/Sep/24 12:00 AM,0,,Send QR code locations with RFQ package. ,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@52d4b3c5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c0t:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_340436734_*|*_10000_*:*_1_*:*_143762131_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,10/Sep/24 8:52 AM
Get patch accepted for post_provision.py script,CTET-5011,82118,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,04/Sep/24 5:04 PM,05/Sep/24 9:42 AM,11/Sep/24 9:36 AM,05/Sep/24 9:42 AM,,0,,[https://github.com/generacclean/firmwareflashstation/commit/23f90fec81c3c41f81b782cea8fbef5811be3a42|https://github.com/generacclean/firmwareflashstation/commit/23f90fec81c3c41f81b782cea8fbef5811be3a42],,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1899318f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:hr,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_59895705_*|*_10001_*:*_1_*:*_0,04/Sep/24 5:05 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;Need to get the penguin team to update the script to emit its logs to stdout instead of stderr.,,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,Done,05/Sep/24 9:42 AM
ICT RFQ V3 - single document for BM system,CTET-5010,82117,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:49 PM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@24035d09,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4347,Test spec defined [MANTA-ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bv1:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,80898,Test spec defined [MANTA-ICT],In Progress,09/Sep/24 1:38 PM
Gather all data required for ME design of pulse tester,CTET-5009,82116,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:48 PM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@623aeb5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bvd:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,In Progress,05/Sep/24 4:36 PM
Define scope for LFP module pulse testing,CTET-5008,82115,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:48 PM,10/Sep/24 3:45 PM,11/Sep/24 9:36 AM,10/Sep/24 3:45 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34a4e43a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bv5:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_428921527_*|*_10000_*:*_1_*:*_85712667_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 3:45 PM
Get an internal test coverage report for any board and compare with vendor reports,CTET-5007,82114,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:47 PM,10/Sep/24 10:17 PM,11/Sep/24 9:36 AM,,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@302544d4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4347,Test spec defined [MANTA-ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bux:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,80898,Test spec defined [MANTA-ICT],In Progress,05/Sep/24 4:31 PM
Share all board data to Innorev,CTET-5006,82113,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:47 PM,05/Sep/24 7:45 PM,11/Sep/24 9:36 AM,05/Sep/24 7:45 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@184a7195,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review ICT Testing quotes,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bu5:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_11641072_*|*_10000_*:*_1_*:*_85475011_*|*_10001_*:*_1_*:*_0,,,,,81106,Review ICT Testing quotes,Done,05/Sep/24 7:45 PM
Share all board data to Arrowhead and IQ,CTET-5005,82112,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:47 PM,05/Sep/24 4:35 PM,11/Sep/24 9:36 AM,05/Sep/24 9:38 AM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70485fb4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review ICT Testing quotes,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07buh:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_60223298_*|*_10000_*:*_1_*:*_464032_*|*_10001_*:*_1_*:*_0,,,,,81106,Review ICT Testing quotes,Done,05/Sep/24 9:38 AM
Share all board data to Youngen,CTET-5004,82111,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:46 PM,05/Sep/24 4:16 PM,11/Sep/24 9:36 AM,05/Sep/24 9:38 AM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d2ea85c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4459,Review ICT Testing quotes,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bu9:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_60219201_*|*_10000_*:*_1_*:*_476799_*|*_10001_*:*_1_*:*_0,,,,,81106,Review ICT Testing quotes,Done,05/Sep/24 9:38 AM
Sprint analysis py script ver2,CTET-5003,82110,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,04/Sep/24 4:45 PM,05/Sep/24 4:57 PM,06/Sep/24 11:52 AM,05/Sep/24 4:57 PM,,0,,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,05/Sep/24 4:56 PM;712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174;jira_sprint_report.py;https://neurio.atlassian.net/rest/api/3/attachment/content/51707,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@652febe5,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bu1:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_87087434_*|*_10001_*:*_1_*:*_0,"05/Sep/24 4:56 PM;712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174;Modified script to catch corner cases, new script attached",,,,,,Done,05/Sep/24 4:57 PM
DLG LFP Tester Kickoff and Timelines,CTET-5002,82109,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,04/Sep/24 4:41 PM,06/Sep/24 11:52 AM,04/Sep/24 4:41 PM,06/Sep/24 11:52 AM,,0,,,,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e64aaaa,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07btt:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_8296_*|*_10000_*:*_1_*:*_155484302_*|*_10001_*:*_1_*:*_0,,,,,,,Done,06/Sep/24 11:52 AM
Consolidate docs for intertek/tuv audit,CTET-4997,82104,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,04/Sep/24 4:35 PM,10/Sep/24 9:04 AM,06/Sep/24 11:52 AM,10/Sep/24 9:04 AM,,0,,"Need:

* NPI1B EOL Test Execution Instructions
* Fault Injection Plans
* Troubleshooting Guides
* Calibration records for HW used",,Mazin Almaqablah,,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19a0a6b3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bsp:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_491397879_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 9:04 AM
cut and assy second frame for the fixture ,CTET-4996,82103,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,04/Sep/24 4:27 PM,10/Sep/24 3:32 PM,11/Sep/24 9:36 AM,10/Sep/24 3:32 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@37ec1f5e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bsh:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_28433699_*|*_10000_*:*_1_*:*_486653512_*|*_10001_*:*_1_*:*_0,,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,10/Sep/24 3:32 PM
SDS impedance tester guarding installation,CTET-4995,82102,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,04/Sep/24 4:27 PM,10/Sep/24 7:38 AM,11/Sep/24 9:36 AM,10/Sep/24 7:38 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63cd25f7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bs9:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_413499493_*|*_10000_*:*_1_*:*_73162784_*|*_10001_*:*_1_*:*_0,,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,10/Sep/24 7:38 AM
Manta eFuse test code testing,CTET-4994,82101,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,04/Sep/24 4:26 PM,10/Sep/24 9:14 AM,11/Sep/24 9:36 AM,,,0,,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a4c5df,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgj8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,To Do,04/Sep/24 4:26 PM
